,idx,ap_val,sa_val,bp_val,city_id,signal_idx,case,fault_cat,healthy/faulty,ap_fault,sa_fault,bp_fault
13325,13325,0.0,290.4,0.0,1,55,0,0,0,0,0,0
13326,13326,0.0,290.25,0.0,1,55,0,0,0,0,0,0
13327,13327,0.0,290.25,0.0,1,55,0,0,0,0,0,0
13328,13328,0.0,290.25,0.0,1,55,0,0,0,0,0,0
13329,13329,0.0,290.25,0.0,1,55,0,0,0,0,0,0
13330,13330,0.0,290.25,0.0,1,55,0,0,0,0,0,0
13331,13331,1.2,290.4,0.0,1,55,0,0,0,0,0,0
13332,13332,2.4,290.55,0.0,1,55,0,0,0,0,0,0
13333,13333,3.6,290.7,0.0,1,55,0,0,0,0,0,0
13334,13334,4.8,290.7,0.0,1,55,0,0,0,0,0,0
13335,13335,6.4,291.0,0.0,1,55,0,0,0,0,0,0
13336,13336,7.6,291.15,0.0,1,55,0,0,0,0,0,0
13337,13337,8.4,291.3,-0.3000000000000007,1,55,0,0,0,0,0,0
13338,13338,9.2,291.45,0.0,1,55,0,0,0,0,0,0
13339,13339,9.2,291.6,0.0,1,55,0,0,0,0,0,0
13340,13340,10.0,291.75,0.0,1,55,0,0,0,0,0,0
13341,13341,10.0,291.9,0.0,1,55,0,0,0,0,0,0
13342,13342,10.0,292.05,0.0,1,55,0,0,0,0,0,0
13343,13343,10.0,292.2,0.0,1,55,0,0,0,0,0,0
13344,13344,10.0,292.2,0.0,1,55,0,0,0,0,0,0
13345,13345,10.0,292.35,-0.3000000000000007,1,55,0,0,0,0,0,0
13346,13346,10.0,292.5,0.0,1,55,0,0,0,0,0,0
13347,13347,10.0,292.5,0.0,1,55,0,0,0,0,0,0
13348,13348,10.0,292.5,-0.3000000000000007,1,55,0,0,0,0,0,0
13349,13349,10.0,292.5,0.0,1,55,0,0,0,0,0,0
13350,13350,10.0,292.5,0.0,1,55,0,0,0,0,0,0
13351,13351,10.0,292.5,0.0,1,55,0,0,0,0,0,0
13352,13352,10.0,292.5,0.0,1,55,0,0,0,0,0,0
13353,13353,10.0,292.35,0.0,1,55,0,0,0,0,0,0
13354,13354,10.0,292.2,0.0,1,55,0,0,0,0,0,0
13355,13355,10.0,292.05,0.0,1,55,0,0,0,0,0,0
13356,13356,10.0,291.9,0.0,1,55,0,0,0,0,0,0
13357,13357,10.0,291.75,0.0,1,55,0,0,0,0,0,0
13358,13358,10.0,291.45,0.0,1,55,0,0,0,0,0,0
13359,13359,10.0,291.15,-0.3000000000000007,1,55,0,0,0,0,0,0
13360,13360,10.0,290.4,-0.3000000000000007,1,55,0,0,0,0,0,0
13361,13361,10.0,289.65,0.0,1,55,0,0,0,0,0,0
13362,13362,10.4,289.05,0.0,1,55,0,0,0,0,0,0
13363,13363,10.4,288.3,0.0,1,55,0,0,0,0,0,0
13364,13364,10.8,287.4,0.0,1,55,0,0,0,0,0,0
13365,13365,11.2,286.5,0.0,1,55,0,0,0,0,0,0
13366,13366,12.0,285.45,0.0,1,55,0,0,0,0,0,0
13367,13367,12.4,284.4,0.0,1,55,0,0,0,0,0,0
13368,13368,12.8,283.35,0.0,1,55,0,0,0,0,0,0
13369,13369,13.2,282.15,0.0,1,55,0,0,0,0,0,0
13370,13370,14.0,280.8,0.0,1,55,0,0,0,0,0,0
13371,13371,14.4,279.45,0.0,1,55,0,0,0,0,0,0
13372,13372,14.8,277.35,0.0,1,55,0,0,0,0,0,0
13373,13373,15.2,276.0,0.0,1,55,0,0,0,0,0,0
13374,13374,15.2,274.5,0.0,1,55,0,0,0,0,0,0
13375,13375,15.6,272.85,0.0,1,55,0,0,0,0,0,0
13376,13376,15.6,271.35,0.0,1,55,0,0,0,0,0,0
13377,13377,15.6,270.0,0.0,1,55,0,0,0,0,0,0
13378,13378,15.6,268.5,0.0,1,55,0,0,0,0,0,0
13379,13379,15.6,267.0,0.0,1,55,0,0,0,0,0,0
13380,13380,15.6,265.5,0.0,1,55,0,0,0,0,0,0
13381,13381,15.6,264.15,0.0,1,55,0,0,0,0,0,0
13382,13382,15.6,262.8,0.0,1,55,0,0,0,0,0,0
13383,13383,15.6,261.45,0.0,1,55,0,0,0,0,0,0
13384,13384,15.6,259.65,0.0,1,55,0,0,0,0,0,0
13385,13385,15.6,258.45,0.0,1,55,0,0,0,0,0,0
13386,13386,15.6,257.4,0.0,1,55,0,0,0,0,0,0
13387,13387,15.6,256.35,0.0,1,55,0,0,0,0,0,0
13388,13388,15.6,255.3,0.0,1,55,0,0,0,0,0,0
13389,13389,15.6,254.25,0.0,1,55,0,0,0,0,0,0
13390,13390,15.6,253.35,0.0,1,55,0,0,0,0,0,0
13391,13391,15.6,252.3,0.0,1,55,0,0,0,0,0,0
13392,13392,15.6,251.4,0.0,1,55,0,0,0,0,0,0
13393,13393,15.6,250.65,0.0,1,55,0,0,0,0,0,0
13394,13394,15.6,249.75,0.0,1,55,0,0,0,0,0,0
13395,13395,15.6,249.15,0.0,1,55,0,0,0,0,0,0
13396,13396,15.6,248.25,0.0,1,55,0,0,0,0,0,0
13397,13397,15.6,247.8,0.0,1,55,0,0,0,0,0,0
13398,13398,15.6,247.2,0.0,1,55,0,0,0,0,0,0
13399,13399,16.0,246.6,0.0,1,55,0,0,0,0,0,0
13400,13400,16.4,246.0,0.0,1,55,0,0,0,0,0,0
13401,13401,16.4,245.55,0.0,1,55,0,0,0,0,0,0
13402,13402,16.8,244.95,0.0,1,55,0,0,0,0,0,0
13403,13403,17.2,244.35,0.0,1,55,0,0,0,0,0,0
13404,13404,17.6,243.75,0.0,1,55,0,0,0,0,0,0
13405,13405,18.0,243.0,0.0,1,55,0,0,0,0,0,0
13406,13406,18.8,242.1,0.0,1,55,0,0,0,0,0,0
13407,13407,19.6,241.35,-0.3000000000000007,1,55,0,0,0,0,0,0
13408,13408,20.4,239.85,0.0,1,55,0,0,0,0,0,0
13409,13409,20.4,238.8,0.0,1,55,0,0,0,0,0,0
13410,13410,20.8,237.6,0.0,1,55,0,0,0,0,0,0
13411,13411,20.8,236.4,0.0,1,55,0,0,0,0,0,0
13412,13412,21.2,235.05,0.0,1,55,0,0,0,0,0,0
13413,13413,21.2,233.7,0.0,1,55,0,0,0,0,0,0
13414,13414,21.2,232.2,0.0,1,55,0,0,0,0,0,0
13415,13415,21.2,230.7,0.0,1,55,0,0,0,0,0,0
13416,13416,21.2,228.9,0.0,1,55,0,0,0,0,0,0
13417,13417,21.2,227.1,0.0,1,55,0,0,0,0,0,0
13418,13418,21.2,225.3,0.0,1,55,0,0,0,0,0,0
13419,13419,21.2,223.5,0.0,1,55,0,0,0,0,0,0
13420,13420,21.2,220.65,0.0,1,55,0,0,0,0,0,0
13421,13421,21.2,218.7,0.0,1,55,0,0,0,0,0,0
13422,13422,21.2,217.05,0.0,1,55,0,0,0,0,0,0
13423,13423,21.2,215.4,0.0,1,55,0,0,0,0,0,0
13424,13424,21.2,213.75,0.0,1,55,0,0,0,0,0,0
13425,13425,21.2,212.25,0.0,1,55,0,0,0,0,0,0
13426,13426,21.2,210.75,0.0,1,55,0,0,0,0,0,0
13427,13427,21.2,209.55,0.0,1,55,0,0,0,0,0,0
13428,13428,21.2,208.5,0.0,1,55,0,0,0,0,0,0
13429,13429,21.2,207.6,0.0,1,55,0,0,0,0,0,0
13430,13430,21.2,206.85,0.0,1,55,0,0,0,0,0,0
13431,13431,21.2,206.4,0.0,1,55,0,0,0,0,0,0
13432,13432,21.2,206.1,0.0,1,55,0,0,0,0,0,0
13433,13433,21.2,206.1,0.0,1,55,0,0,0,0,0,0
13434,13434,21.2,206.1,0.0,1,55,0,0,0,0,0,0
13435,13435,21.2,206.25,0.0,1,55,0,0,0,0,0,0
13436,13436,21.2,206.55,0.0,1,55,0,0,0,0,0,0
13437,13437,21.2,207.0,0.0,1,55,0,0,0,0,0,0
13438,13438,21.2,207.45,0.0,1,55,0,0,0,0,0,0
13439,13439,21.2,207.75,0.0,1,55,0,0,0,0,0,0
13440,13440,21.2,208.35,0.0,1,56,0,0,0,0,0,0
13441,13441,21.2,208.8,0.0,1,56,0,0,0,0,0,0
13442,13442,21.2,209.25,0.0,1,56,0,0,0,0,0,0
13443,13443,21.2,209.7,0.0,1,56,0,0,0,0,0,0
13444,13444,21.2,210.45,0.0,1,56,0,0,0,0,0,0
13445,13445,21.2,210.9,0.0,1,56,0,0,0,0,0,0
13446,13446,21.2,211.35,0.0,1,56,0,0,0,0,0,0
13447,13447,21.2,211.8,0.0,1,56,0,0,0,0,0,0
13448,13448,21.2,212.1,0.0,1,56,0,0,0,0,0,0
13449,13449,21.2,212.55,0.0,1,56,0,0,0,0,0,0
13450,13450,21.2,213.0,0.0,1,56,0,0,0,0,0,0
13451,13451,21.2,213.45,0.0,1,56,0,0,0,0,0,0
13452,13452,21.2,213.75,0.0,1,56,0,0,0,0,0,0
13453,13453,21.2,214.2,0.0,1,56,0,0,0,0,0,0
13454,13454,20.8,214.65,0.0,1,56,0,0,0,0,0,0
13455,13455,20.8,214.95,0.0,1,56,0,0,0,0,0,0
13456,13456,20.8,215.55,0.0,1,56,0,0,0,0,0,0
13457,13457,20.8,215.85,0.0,1,56,0,0,0,0,0,0
13458,13458,20.8,216.3,0.0,1,56,0,0,0,0,0,0
13459,13459,20.8,216.6,0.0,1,56,0,0,0,0,0,0
13460,13460,20.8,217.05,0.0,1,56,0,0,0,0,0,0
13461,13461,20.8,217.35,0.0,1,56,0,0,0,0,0,0
13462,13462,20.8,217.65,0.0,1,56,0,0,0,0,0,0
13463,13463,20.8,218.1,0.0,1,56,0,0,0,0,0,0
13464,13464,20.8,218.4,0.0,1,56,0,0,0,0,0,0
13465,13465,20.8,218.7,0.0,1,56,0,0,0,0,0,0
13466,13466,20.8,218.85,0.0,1,56,0,0,0,0,0,0
13467,13467,20.8,219.15,0.0,1,56,0,0,0,0,0,0
13468,13468,20.8,219.45,0.0,1,56,0,0,0,0,0,0
13469,13469,20.8,219.6,0.0,1,56,0,0,0,0,0,0
13470,13470,20.8,219.75,0.0,1,56,0,0,0,0,0,0
13471,13471,20.8,219.9,0.0,1,56,0,0,0,0,0,0
13472,13472,20.8,219.9,0.0,1,56,0,0,0,0,0,0
13473,13473,20.8,219.9,0.0,1,56,0,0,0,0,0,0
13474,13474,21.2,219.9,-0.3000000000000007,1,56,0,0,0,0,0,0
13475,13475,21.2,219.75,0.0,1,56,0,0,0,0,0,0
13476,13476,21.2,219.6,0.0,1,56,0,0,0,0,0,0
13477,13477,21.2,219.45,0.0,1,56,0,0,0,0,0,0
13478,13478,21.2,219.15,-0.3000000000000007,1,56,0,0,0,0,0,0
13479,13479,21.2,219.0,-0.3000000000000007,1,56,0,0,0,0,0,0
13480,13480,21.2,218.55,0.0,1,56,0,0,0,0,0,0
13481,13481,21.2,218.25,-0.3000000000000007,1,56,0,0,0,0,0,0
13482,13482,21.2,217.95,0.0,1,56,0,0,0,0,0,0
13483,13483,21.2,217.5,0.0,1,56,0,0,0,0,0,0
13484,13484,21.2,217.2,0.0,1,56,0,0,0,0,0,0
13485,13485,21.2,216.75,-0.3000000000000007,1,56,0,0,0,0,0,0
13486,13486,21.2,216.3,0.0,1,56,0,0,0,0,0,0
13487,13487,21.2,215.85,0.0,1,56,0,0,0,0,0,0
13488,13488,21.2,215.55,0.0,1,56,0,0,0,0,0,0
13489,13489,21.2,215.1,0.0,1,56,0,0,0,0,0,0
13490,13490,21.2,214.8,0.0,1,56,0,0,0,0,0,0
13491,13491,21.2,214.35,0.0,1,56,0,0,0,0,0,0
13492,13492,21.2,213.75,0.0,1,56,0,0,0,0,0,0
13493,13493,21.2,213.3,0.0,1,56,0,0,0,0,0,0
13494,13494,21.2,212.7,0.0,1,56,0,0,0,0,0,0
13495,13495,21.2,212.25,0.0,1,56,0,0,0,0,0,0
13496,13496,21.2,211.8,-0.3000000000000007,1,56,0,0,0,0,0,0
13497,13497,21.2,211.2,0.0,1,56,0,0,0,0,0,0
13498,13498,21.2,210.6,0.0,1,56,0,0,0,0,0,0
13499,13499,21.2,209.85,0.0,1,56,0,0,0,0,0,0
13500,13500,21.2,209.1,0.0,1,56,0,0,0,0,0,0
13501,13501,21.6,208.35,0.0,1,56,0,0,0,0,0,0
13502,13502,21.6,207.6,0.0,1,56,0,0,0,0,0,0
13503,13503,21.6,206.85,0.0,1,56,0,0,0,0,0,0
13504,13504,21.6,205.65,0.0,1,56,0,0,0,0,0,0
13505,13505,22.0,204.9,0.0,1,56,0,0,0,0,0,0
13506,13506,22.4,204.15,0.0,1,56,0,0,0,0,0,0
13507,13507,22.4,203.4,0.0,1,56,0,0,0,0,0,0
13508,13508,22.8,202.65,0.0,1,56,0,0,0,0,0,0
13509,13509,23.6,202.05,0.0,1,56,0,0,0,0,0,0
13510,13510,24.0,201.6,0.0,1,56,0,0,0,0,0,0
13511,13511,24.4,201.15,0.0,1,56,0,0,0,0,0,0
13512,13512,24.8,200.7,0.0,1,56,0,0,0,0,0,0
13513,13513,24.8,200.4,0.0,1,56,0,0,0,0,0,0
13514,13514,25.2,200.1,0.0,1,56,0,0,0,0,0,0
13515,13515,25.2,199.8,0.0,1,56,0,0,0,0,0,0
13516,13516,25.2,199.5,0.0,1,56,0,0,0,0,0,0
13517,13517,25.2,199.5,0.0,1,56,0,0,0,0,0,0
13518,13518,25.6,199.35,0.0,1,56,0,0,0,0,0,0
13519,13519,25.6,199.35,0.0,1,56,0,0,0,0,0,0
13520,13520,25.6,199.2,0.0,1,56,0,0,0,0,0,0
13521,13521,25.6,199.2,0.0,1,56,0,0,0,0,0,0
13522,13522,25.6,199.2,0.0,1,56,0,0,0,0,0,0
13523,13523,25.6,199.2,0.0,1,56,0,0,0,0,0,0
13524,13524,25.6,199.2,0.0,1,56,0,0,0,0,0,0
13525,13525,25.6,199.2,0.0,1,56,0,0,0,0,0,0
13526,13526,25.6,199.2,0.0,1,56,0,0,0,0,0,0
13527,13527,25.6,199.2,0.0,1,56,0,0,0,0,0,0
13528,13528,25.6,199.05,0.0,1,56,0,0,0,0,0,0
13529,13529,25.6,198.9,0.0,1,56,0,0,0,0,0,0
13530,13530,26.0,198.75,0.0,1,56,0,0,0,0,0,0
13531,13531,26.0,198.6,0.0,1,56,0,0,0,0,0,0
13532,13532,26.0,198.45,0.0,1,56,0,0,0,0,0,0
13533,13533,26.0,198.15,-0.3000000000000007,1,56,0,0,0,0,0,0
13534,13534,26.0,197.85,0.0,1,56,0,0,0,0,0,0
13535,13535,26.0,197.55,0.0,1,56,0,0,0,0,0,0
13536,13536,26.0,197.25,0.0,1,56,0,0,0,0,0,0
13537,13537,26.0,196.8,0.0,1,56,0,0,0,0,0,0
13538,13538,26.0,196.2,0.0,1,56,0,0,0,0,0,0
13539,13539,26.0,195.6,0.0,1,56,0,0,0,0,0,0
13540,13540,26.0,194.7,0.0,1,56,0,0,0,0,0,0
13541,13541,26.0,194.1,0.0,1,56,0,0,0,0,0,0
13542,13542,26.0,193.35,0.0,1,56,0,0,0,0,0,0
13543,13543,26.0,192.6,0.0,1,56,0,0,0,0,0,0
13544,13544,26.0,191.85,0.0,1,56,0,0,0,0,0,0
13545,13545,26.0,190.95,0.0,1,56,0,0,0,0,0,0
13546,13546,26.0,190.2,0.0,1,56,0,0,0,0,0,0
13547,13547,26.0,189.3,0.0,1,56,0,0,0,0,0,0
13548,13548,26.0,188.25,0.0,1,56,0,0,0,0,0,0
13549,13549,26.0,187.2,0.0,1,56,0,0,0,0,0,0
13550,13550,26.0,186.15,0.0,1,56,0,0,0,0,0,0
13551,13551,26.0,185.1,0.0,1,56,0,0,0,0,0,0
13552,13552,26.0,183.45,0.0,1,56,0,0,0,0,0,0
13553,13553,26.0,182.25,0.0,1,56,0,0,0,0,0,0
13554,13554,26.0,181.05,-0.3000000000000007,1,56,0,0,0,0,0,0
13555,13555,26.0,179.7,0.0,1,56,0,0,0,0,0,0
13556,13556,26.0,178.35,0.0,1,56,0,0,0,0,0,0
13557,13557,26.0,177.0,0.0,1,56,0,0,0,0,0,0
13558,13558,26.0,175.5,0.0,1,56,0,0,0,0,0,0
13559,13559,26.0,174.15,0.0,1,56,0,0,0,0,0,0
13560,13560,26.0,172.65,0.0,1,56,0,0,0,0,0,0
13561,13561,26.0,171.15,0.0,1,56,0,0,0,0,0,0
13562,13562,26.0,169.65,0.0,1,56,0,0,0,0,0,0
13563,13563,26.0,168.15,0.0,1,56,0,0,0,0,0,0
13564,13564,26.0,165.75,0.0,1,56,0,0,0,0,0,0
13565,13565,26.0,163.95,0.0,1,56,0,0,0,0,0,0
13566,13566,26.0,162.3,0.0,1,56,0,0,0,0,0,0
13567,13567,26.0,160.65,0.0,1,56,0,0,0,0,0,0
13568,13568,26.0,158.85,0.0,1,56,0,0,0,0,0,0
13569,13569,26.0,157.05,0.0,1,56,0,0,0,0,0,0
13570,13570,26.0,155.4,0.0,1,56,0,0,0,0,0,0
13571,13571,26.0,153.6,0.0,1,56,0,0,0,0,0,0
13572,13572,26.0,151.95,0.0,1,56,0,0,0,0,0,0
13573,13573,26.0,150.15,0.0,1,56,0,0,0,0,0,0
13574,13574,26.0,148.5,0.0,1,56,0,0,0,0,0,0
13575,13575,26.0,146.7,0.0,1,56,0,0,0,0,0,0
13576,13576,26.0,144.3,0.0,1,56,0,0,0,0,0,0
13577,13577,26.0,142.5,0.0,1,56,0,0,0,0,0,0
13578,13578,26.0,140.85,-0.3000000000000007,1,56,0,0,0,0,0,0
13579,13579,26.0,139.2,0.0,1,56,0,0,0,0,0,0
13580,13580,25.6,137.55,0.0,1,56,0,0,0,0,0,0
13581,13581,25.6,135.9,0.0,1,56,0,0,0,0,0,0
13582,13582,25.6,134.25,0.0,1,56,0,0,0,0,0,0
13583,13583,25.6,132.6,0.0,1,56,0,0,0,0,0,0
13584,13584,25.6,130.95,0.0,1,56,0,0,0,0,0,0
13585,13585,25.6,129.45,0.0,1,56,0,0,0,0,0,0
13586,13586,25.6,127.8,0.0,1,56,0,0,0,0,0,0
13587,13587,25.6,126.15,0.0,1,56,0,0,0,0,0,0
13588,13588,25.6,123.75,0.0,1,56,0,0,0,0,0,0
13589,13589,25.6,122.25,0.0,1,56,0,0,0,0,0,0
13590,13590,25.6,120.6,0.0,1,56,0,0,0,0,0,0
13591,13591,25.6,119.1,0.0,1,56,0,0,0,0,0,0
13592,13592,25.6,117.45,0.0,1,56,0,0,0,0,0,0
13593,13593,25.6,115.95,0.0,1,56,0,0,0,0,0,0
13594,13594,25.6,114.6,0.0,1,56,0,0,0,0,0,0
13595,13595,25.6,112.95,0.0,1,56,0,0,0,0,0,0
13596,13596,25.6,111.45,0.0,1,56,0,0,0,0,0,0
13597,13597,25.6,110.1,0.0,1,56,0,0,0,0,0,0
13598,13598,25.6,108.6,0.0,1,56,0,0,0,0,0,0
13599,13599,25.6,107.1,0.0,1,56,0,0,0,0,0,0
13600,13600,25.6,104.85,0.0,1,56,0,0,0,0,0,0
13601,13601,25.6,103.35,0.0,1,56,0,0,0,0,0,0
13602,13602,25.6,102.0,-0.3000000000000007,1,56,0,0,0,0,0,0
13603,13603,25.6,100.5,0.0,1,56,0,0,0,0,0,0
13604,13604,25.6,99.0,0.0,1,56,0,0,0,0,0,0
13605,13605,25.6,97.65,0.0,1,56,0,0,0,0,0,0
13606,13606,25.6,96.3,0.0,1,56,0,0,0,0,0,0
13607,13607,25.6,94.8,0.0,1,56,0,0,0,0,0,0
13608,13608,25.6,93.45,0.0,1,56,0,0,0,0,0,0
13609,13609,25.6,91.95,0.0,1,56,0,0,0,0,0,0
13610,13610,25.6,90.6,0.0,1,56,0,0,0,0,0,0
13611,13611,25.6,89.25,0.0,1,56,0,0,0,0,0,0
13612,13612,25.2,87.0,0.0,1,56,0,0,0,0,0,0
13613,13613,25.2,85.5,0.0,1,56,0,0,0,0,0,0
13614,13614,25.2,84.15,0.0,1,56,0,0,0,0,0,0
13615,13615,25.2,82.65,0.0,1,56,0,0,0,0,0,0
13616,13616,25.2,81.15,0.0,1,56,0,0,0,0,0,0
13617,13617,25.2,79.65,0.0,1,56,0,0,0,0,0,0
13618,13618,25.2,78.15,0.0,1,56,0,0,0,0,0,0
13619,13619,25.2,76.65,0.0,1,56,0,0,0,0,0,0
13620,13620,25.2,75.15,0.0,1,56,0,0,0,0,0,0
13621,13621,25.2,73.65,0.0,1,56,0,0,0,0,0,0
13622,13622,25.2,72.15,0.0,1,56,0,0,0,0,0,0
13623,13623,25.2,70.65,0.0,1,56,0,0,0,0,0,0
13624,13624,25.2,68.55,0.0,1,56,0,0,0,0,0,0
13625,13625,25.2,67.35,0.0,1,56,0,0,0,0,0,0
13626,13626,25.2,66.0,0.0,1,56,0,0,0,0,0,0
13627,13627,25.2,64.65,0.0,1,56,0,0,0,0,0,0
13628,13628,25.2,63.3,0.0,1,56,0,0,0,0,0,0
13629,13629,25.2,62.1,0.0,1,56,0,0,0,0,0,0
13630,13630,25.2,60.9,0.0,1,56,0,0,0,0,0,0
13631,13631,25.2,59.7,0.0,1,56,0,0,0,0,0,0
13632,13632,25.2,58.65,0.0,1,56,0,0,0,0,0,0
13633,13633,25.2,57.6,-0.3000000000000007,1,56,0,0,0,0,0,0
13634,13634,25.2,56.55,0.0,1,56,0,0,0,0,0,0
13635,13635,25.2,55.5,0.0,1,56,0,0,0,0,0,0
13636,13636,25.2,54.0,0.0,1,56,0,0,0,0,0,0
13637,13637,25.2,53.1,0.0,1,56,0,0,0,0,0,0
13638,13638,25.2,52.2,0.0,1,56,0,0,0,0,0,0
13639,13639,25.2,51.15,0.0,1,56,0,0,0,0,0,0
13640,13640,25.2,50.25,-0.3000000000000007,1,56,0,0,0,0,0,0
13641,13641,25.2,49.35,0.0,1,56,0,0,0,0,0,0
13642,13642,25.2,48.45,0.0,1,56,0,0,0,0,0,0
13643,13643,25.2,47.7,0.0,1,56,0,0,0,0,0,0
13644,13644,25.2,46.8,0.0,1,56,0,0,0,0,0,0
13645,13645,25.2,45.9,-0.3000000000000007,1,56,0,0,0,0,0,0
13646,13646,25.2,45.0,0.0,1,56,0,0,0,0,0,0
13647,13647,25.2,44.1,-0.3000000000000007,1,56,0,0,0,0,0,0
13648,13648,25.2,42.75,0.0,1,56,0,0,0,0,0,0
13649,13649,25.2,41.85,0.0,1,56,0,0,0,0,0,0
13650,13650,25.2,40.95,0.0,1,56,0,0,0,0,0,0
13651,13651,25.2,39.9,0.0,1,56,0,0,0,0,0,0
13652,13652,25.2,38.85,0.0,1,56,0,0,0,0,0,0
13653,13653,25.2,37.95,0.0,1,56,0,0,0,0,0,0
13654,13654,25.2,37.05,0.0,1,56,0,0,0,0,0,0
13655,13655,25.2,36.0,0.0,1,56,0,0,0,0,0,0
13656,13656,25.2,35.1,0.0,1,56,0,0,0,0,0,0
13657,13657,25.2,34.05,0.0,1,56,0,0,0,0,0,0
13658,13658,25.2,33.15,0.0,1,56,0,0,0,0,0,0
13659,13659,25.2,32.25,0.0,1,56,0,0,0,0,0,0
13660,13660,25.2,30.75,0.0,1,56,0,0,0,0,0,0
13661,13661,25.2,29.85,-0.3000000000000007,1,56,0,0,0,0,0,0
13662,13662,25.2,28.95,0.0,1,56,0,0,0,0,0,0
13663,13663,25.2,28.05,0.0,1,56,0,0,0,0,0,0
13664,13664,25.2,27.15,0.0,1,56,0,0,0,0,0,0
13665,13665,25.2,26.4,0.0,1,56,0,0,0,0,0,0
13666,13666,25.2,25.65,0.0,1,56,0,0,0,0,0,0
13667,13667,25.2,24.9,-0.3000000000000007,1,56,0,0,0,0,0,0
13668,13668,25.2,24.15,0.0,1,56,0,0,0,0,0,0
13669,13669,25.2,23.4,-0.3000000000000007,1,56,0,0,0,0,0,0
13670,13670,25.2,22.8,0.0,1,56,0,0,0,0,0,0
13671,13671,25.2,22.2,0.0,1,56,0,0,0,0,0,0
13672,13672,25.2,21.3,0.0,1,56,0,0,0,0,0,0
13673,13673,25.2,20.85,0.0,1,56,0,0,0,0,0,0
13674,13674,25.2,20.25,0.0,1,56,0,0,0,0,0,0
13675,13675,25.2,19.8,0.0,1,56,0,0,0,0,0,0
13676,13676,25.2,19.35,0.0,1,56,0,0,0,0,0,0
13677,13677,24.8,18.9,0.0,1,56,0,0,0,0,0,0
13678,13678,24.8,18.45,0.0,1,56,0,0,0,0,0,0
13679,13679,24.8,18.0,0.0,1,56,0,0,0,0,0,0
13680,13680,24.8,17.4,0.0,1,57,0,0,0,0,0,0
13681,13681,24.4,16.95,0.0,1,57,0,0,0,0,0,0
13682,13682,24.4,16.5,0.0,1,57,0,0,0,0,0,0
13683,13683,24.4,16.05,-0.3000000000000007,1,57,0,0,0,0,0,0
13684,13684,24.0,15.45,0.0,1,57,0,0,0,0,0,0
13685,13685,24.0,15.0,0.0,1,57,0,0,0,0,0,0
13686,13686,23.6,14.55,0.0,1,57,0,0,0,0,0,0
13687,13687,23.6,14.1,0.0,1,57,0,0,0,0,0,0
13688,13688,23.6,13.65,0.0,1,57,0,0,0,0,0,0
13689,13689,23.6,13.05,0.0,1,57,0,0,0,0,0,0
13690,13690,23.2,12.6,0.0,1,57,0,0,0,0,0,0
13691,13691,23.2,12.0,0.0,1,57,0,0,0,0,0,0
13692,13692,23.2,11.4,0.0,1,57,0,0,0,0,0,0
13693,13693,22.8,10.95,0.0,1,57,0,0,0,0,0,0
13694,13694,22.8,10.35,0.0,1,57,0,0,0,0,0,0
13695,13695,22.8,9.9,0.0,1,57,0,0,0,0,0,0
13696,13696,22.4,9.15,0.0,1,57,0,0,0,0,0,0
13697,13697,22.4,8.85,0.0,1,57,0,0,0,0,0,0
13698,13698,22.4,8.4,0.0,1,57,0,0,0,0,0,0
13699,13699,22.4,7.95,0.0,1,57,0,0,0,0,0,0
13700,13700,22.4,7.65,0.0,1,57,0,0,0,0,0,0
13701,13701,22.0,7.35,-0.3000000000000007,1,57,0,0,0,0,0,0
13702,13702,22.0,7.05,0.0,1,57,0,0,0,0,0,0
13703,13703,22.0,6.75,0.0,1,57,0,0,0,0,0,0
13704,13704,22.0,6.45,0.0,1,57,0,0,0,0,0,0
13705,13705,22.0,6.3,0.0,1,57,0,0,0,0,0,0
13706,13706,22.0,6.15,-0.3000000000000007,1,57,0,0,0,0,0,0
13707,13707,22.0,5.85,0.0,1,57,0,0,0,0,0,0
13708,13708,21.6,5.55,0.0,1,57,0,0,0,0,0,0
13709,13709,21.6,5.4,0.0,1,57,0,0,0,0,0,0
13710,13710,21.6,5.25,0.0,1,57,0,0,0,0,0,0
13711,13711,21.6,5.1,0.0,1,57,0,0,0,0,0,0
13712,13712,21.6,4.95,0.0,1,57,0,0,0,0,0,0
13713,13713,21.2,4.95,0.0,1,57,0,0,0,0,0,0
13714,13714,21.2,4.8,0.0,1,57,0,0,0,0,0,0
13715,13715,21.2,4.65,0.0,1,57,0,0,0,0,0,0
13716,13716,21.2,4.65,-0.3000000000000007,1,57,0,0,0,0,0,0
13717,13717,21.2,4.5,0.0,1,57,0,0,0,0,0,0
13718,13718,21.2,4.35,0.0,1,57,0,0,0,0,0,0
13719,13719,21.2,4.35,0.0,1,57,0,0,0,0,0,0
13720,13720,21.2,4.35,0.0,1,57,0,0,0,0,0,0
13721,13721,21.2,4.2,0.0,1,57,0,0,0,0,0,0
13722,13722,21.2,4.2,0.0,1,57,0,0,0,0,0,0
13723,13723,21.2,4.2,0.0,1,57,0,0,0,0,0,0
13724,13724,21.2,4.2,0.0,1,57,0,0,0,0,0,0
13725,13725,21.2,4.05,-0.3000000000000007,1,57,0,0,0,0,0,0
13726,13726,21.2,4.05,0.0,1,57,0,0,0,0,0,0
13727,13727,21.2,4.05,0.0,1,57,0,0,0,0,0,0
13728,13728,21.2,4.05,0.0,1,57,0,0,0,0,0,0
